Feature,Coefficient
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_NUMERIC_MEAN_SUM,0.002174976276499826
num__missingindicator_BUREAU_IS_OPEN_ENDED_CREDIT_SUM,0.002174976276499826
num__missingindicator_BUREAU_SK_ID_BUREAU_COUNT,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_NUMERIC_MAX_SUM,0.002174976276499826
num__missingindicator_BUREAU_DAYS_CREDIT_MEAN,0.002174976276499826
num__missingindicator_BUREAU_DAYS_CREDIT_MIN,0.002174976276499826
num__missingindicator_BUREAU_DAYS_CREDIT_MAX,0.002174976276499826
num__missingindicator_BUREAU_AMT_CREDIT_SUM_SUM,0.002174976276499826
num__missingindicator_BUREAU_AMT_CREDIT_SUM_DEBT_SUM,0.002174976276499826
num__missingindicator_BUREAU_RECENT_LOAN_FLAG_SUM,0.002174976276499826
num__missingindicator_BUREAU_HAS_BEEN_OVERDUE_MAX,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_MIN_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_MONTHS_BALANCE_SIZE_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_UNKNOWN_MEAN_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_SUM_SUM,0.002174976276499826
num__missingindicator_BUREAU_BUREAU_BAL_STATUS_SEVERE_DPD_MAX_SUM,0.002174976276499826
num__POS_SK_DPD_DEF_MEAN,-0.0019793470385320285
num__CLIENT_INST_LOAN_PAYMENT_DELAY_MAX_MAX,0.001633818497115896
num__missingindicator_NONLIVINGAPARTMENTS_MEDI,0.0016079660674489353
num__CNT_CHILDREN,0.0015765142227877145
num__missingindicator_COMMONAREA_MEDI,0.0015239271457533454
num__PREV_SELLERPLACE_AREA_MAX,-0.0011219002907987869
num__missingindicator_AMT_REQ_CREDIT_BUREAU_MON,0.000825283449677769
num__missingindicator_AMT_REQ_CREDIT_BUREAU_WEEK,0.000825283449677769
num__missingindicator_AMT_REQ_CREDIT_BUREAU_DAY,0.000825283449677769
num__missingindicator_AMT_REQ_CREDIT_BUREAU_HOUR,0.000825283449677769
num__missingindicator_AMT_REQ_CREDIT_BUREAU_QRT,0.000825283449677769
num__missingindicator_AMT_REQ_CREDIT_BUREAU_YEAR,0.000825283449677769
num__AMT_INCOME_TOTAL,0.00073371985904261
cat__ORGANIZATION_TYPE_Services,-0.0006351407824094198
num__BUREAU_BUREAU_BAL_MONTHS_BALANCE_MAX_SUM,0.0005963718507197207
num__BUREAU_BUREAU_BAL_STATUS_CLOSED_SUM_SUM,-0.0004435413160516973
num__PREV_SELLERPLACE_AREA_MEDIAN,0.0002743860493836676
num__CLIENT_INST_LOAN_IS_UNDERPAID_SUM_SUM,0.00022045295469527007
num__YEARS_BEGINEXPLUATATION_MEDI,-0.00012171259664454249
